age,weight-(kg),max-bpm,avg-bpm,resting-bpm,session-duration-(hours),workout-frequency-(days/week),experience-level,daily-meals-frequency,physical-exercise,sugar-g,sodium-mg,cholesterol-mg,serving-size-g,prep-time-min,cook-time-min,rating,pct-maxhr,gender_Male,workout-type_HIIT,workout-type_Strength,workout-type_Yoga,diet-type_Keto,diet-type_Low-Carb,diet-type_Paleo,diet-type_Vegan,diet-type_Vegetarian,cooking-method_Boiled,cooking-method_Fried,cooking-method_Grilled,cooking-method_Raw,cooking-method_Roasted,cooking-method_Steamed,split
41,63.41,173,169,62,1.42,3,2,2,0,31.96,1143,40,210.71,55,49,4.83,0.98,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train
21,110.34,172,144,55,1.15,3,2,2,1,40.16,1307,210,128.81,35,12,1.2,0.84,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
54,72.24,163,149,72,1.27,2,1,4,0,26.23,2120,242,255.65,27,63,4.76,0.91,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
58,89.63,199,150,55,0.89,2,1,3,0,7.53,214,62,482.1,58,45,3.82,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
58,41.89,172,132,59,1.21,2,1,3,0,48.41,1194,142,254.34,52,66,3.2,0.77,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
51,68.72,179,148,67,1.17,3,1,2,0,32.64,2415,19,299.5,23,54,1.61,0.83,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
46,45.15,184,162,58,1.48,3,2,3,0,22.11,2436,240,484.0,28,27,3.96,0.88,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
42,50.67,177,150,62,0.62,3,1,3,0,34.12,2223,61,110.17,46,9,1.09,0.85,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
24,63.95,198,165,67,0.95,2,1,3,1,41.91,197,284,175.05,50,62,1.36,0.84,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
41,47.38,165,149,65,1.27,3,1,3,0,46.11,426,112,144.38,50,75,2.68,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
31,48.57,195,131,60,1.49,2,1,3,0,40.66,1972,267,193.53,22,73,3.71,0.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
19,72.03,199,148,62,1.17,3,2,3,0,35.24,1586,181,200.5,35,30,3.6,0.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
25,58.03,188,145,52,1.36,3,2,3,0,6.21,372,216,211.85,10,99,3.11,0.77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
49,51.64,162,156,60,1.31,2,1,2,0,16.77,236,139,144.91,28,69,1.61,0.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
48,73.67,173,121,63,1.37,4,2,2,1,19.0,1916,119,267.8,46,39,3.63,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,train
49,71.01,187,161,70,1.17,2,1,3,0,20.67,906,6,328.09,46,61,1.37,0.86,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
50,44.72,198,137,69,1.07,4,2,4,1,49.64,2344,232,465.82,28,55,2.13,0.69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
49,46.25,169,119,72,1.39,4,2,2,0,3.14,879,168,143.24,9,30,4.08,0.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,train
26,88.26,161,153,53,1.8,4,3,2,1,18.75,314,219,116.07,31,13,4.44,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
47,85.97,182,153,70,1.97,4,3,3,1,48.84,898,50,466.28,6,55,2.39,0.84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
52,85.71,182,145,56,1.83,4,3,3,0,5.64,850,293,378.44,36,54,2.1,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
42,88.49,188,158,65,1.69,4,3,3,0,6.01,860,273,171.2,27,49,4.73,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
57,49.67,191,125,72,1.38,4,2,3,0,36.07,1283,88,107.63,59,65,2.6,0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
49,51.54,199,155,64,1.48,2,1,3,0,21.73,2064,58,257.94,45,42,3.82,0.78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
19,46.29,184,128,63,1.34,4,2,3,0,5.04,645,292,371.32,20,65,3.51,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
57,121.02,165,134,58,1.13,3,1,3,0,37.83,1379,238,118.94,13,79,4.73,0.81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
28,75.51,175,149,57,1.3,4,2,3,1,2.98,419,121,200.04,10,95,2.2,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
24,49.16,165,122,68,1.14,3,2,4,1,42.23,2054,224,460.06,43,59,3.73,0.74,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
50,65.42,192,132,73,1.25,2,1,2,0,28.65,665,70,487.11,28,105,5.01,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
58,50.53,188,167,55,1.08,3,1,3,0,49.87,2420,111,139.04,49,44,1.8,0.89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
48,62.52,173,152,73,1.38,3,2,3,0,36.16,2257,146,436.64,8,71,4.06,0.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
31,75.75,168,135,68,0.6,2,1,3,0,4.67,1149,16,448.26,29,23,1.39,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
53,83.46,168,142,56,1.54,5,3,2,1,42.79,697,171,379.53,16,75,2.09,0.85,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
43,57.46,175,166,62,1.98,4,3,2,0,12.31,1829,102,389.53,11,85,2.91,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train
43,108.25,174,150,66,1.33,2,1,2,0,40.92,2460,240,462.71,56,17,4.09,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
46,57.57,196,140,62,1.84,4,3,2,0,18.88,1849,292,191.05,59,53,3.82,0.71,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
51,45.03,198,137,69,1.07,4,2,4,1,49.67,2336,230,470.29,28,55,2.13,0.69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
39,49.66,167,128,50,1.17,2,1,3,0,49.71,738,285,416.31,19,26,1.58,0.76,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
23,116.19,178,127,69,1.0,4,2,2,1,0.86,1440,169,132.62,13,91,2.98,0.71,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
28,72.43,197,147,74,1.13,3,2,3,1,8.5,986,20,106.39,6,67,1.09,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
31,59.44,184,160,64,0.51,2,1,4,0,29.87,685,159,271.06,36,47,3.08,0.87,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
31,59.22,191,131,70,1.18,3,2,3,0,42.36,915,226,331.71,39,84,2.71,0.68,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
39,55.2,184,158,64,1.55,4,3,2,0,31.91,1831,44,318.98,52,111,2.89,0.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
44,58.83,177,135,56,1.58,5,3,2,1,32.29,2250,138,180.93,50,68,3.71,0.77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
25,105.44,174,156,67,1.33,3,2,4,0,43.02,2093,254,466.3,50,37,3.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
23,60.99,193,168,69,1.6,5,3,3,0,43.49,509,170,333.87,43,54,2.57,0.87,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
45,75.13,179,151,66,1.31,4,2,3,1,38.92,418,9,317.04,52,34,2.4,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
21,101.91,190,157,67,1.49,4,2,4,0,21.19,503,217,291.98,36,85,2.59,0.82,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
27,70.16,182,136,50,1.49,3,2,3,1,2.98,1420,147,205.52,34,22,4.71,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
18,110.53,161,149,54,1.3,2,1,2,0,45.96,367,82,158.28,33,76,2.0,0.93,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train
35,57.78,164,157,70,1.13,4,2,4,0,19.28,301,51,434.44,31,30,4.73,0.96,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
18,60.72,191,126,69,1.11,2,1,2,0,16.15,1233,263,368.66,8,112,1.51,0.66,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
31,89.84,199,168,67,1.94,4,3,4,1,24.81,2126,187,405.83,5,15,4.72,0.84,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
55,128.13,178,165,52,1.12,4,2,3,0,27.92,957,160,155.06,10,18,1.33,0.93,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
36,73.82,174,131,66,0.54,2,1,2,1,29.41,780,31,160.32,44,62,1.6,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
33,88.3,198,147,70,1.91,4,3,3,0,36.6,1199,197,215.52,57,4,1.62,0.74,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
57,81.15,162,145,70,1.8,5,3,3,0,48.49,2211,121,304.78,41,108,3.94,0.89,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
52,74.18,194,153,72,1.18,4,2,4,0,17.27,576,156,128.33,38,97,2.41,0.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
54,126.42,199,132,73,1.35,3,2,2,0,31.44,53,267,289.41,11,34,3.4,0.66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
35,121.53,195,132,54,1.48,3,2,3,0,34.83,347,135,164.05,13,85,1.57,0.68,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
51,60.77,182,125,64,1.6,4,3,2,1,49.39,2326,51,109.98,47,71,1.88,0.69,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
40,44.1,182,165,58,1.19,3,1,2,0,47.93,326,293,469.49,16,80,1.8,0.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train
37,85.29,168,149,68,1.71,4,3,3,0,0.64,2158,265,198.89,60,37,3.8,0.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
53,43.97,164,160,72,1.34,3,2,3,0,37.09,1334,183,297.86,53,81,3.71,0.98,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
38,55.52,184,147,59,1.95,5,3,3,0,7.33,1237,183,437.42,6,112,1.8,0.8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
34,111.27,188,139,62,1.43,2,1,3,0,23.78,2429,260,474.62,26,82,2.0,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
53,56.65,198,164,65,1.48,3,2,3,0,25.53,1533,120,156.4,45,41,2.88,0.82,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
38,45.27,194,144,58,1.0,3,2,3,0,11.93,1189,5,343.47,59,119,3.14,0.74,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
18,58.29,175,150,71,1.91,4,3,3,0,29.78,281,266,270.89,59,23,1.99,0.86,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
59,61.18,185,154,55,1.03,3,2,4,1,7.07,2201,257,376.39,52,85,2.8,0.83,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
45,78.3,166,167,62,1.28,3,1,4,0,17.14,1941,127,118.32,9,65,3.29,1.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
51,66.22,164,129,65,0.87,3,1,2,0,32.13,1141,257,305.07,35,8,2.81,0.79,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
24,104.8,174,156,67,1.35,3,2,4,0,42.91,2057,256,463.64,50,38,3.97,0.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
23,59.36,188,157,68,1.04,2,1,3,0,43.17,2199,30,177.19,9,104,4.12,0.84,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
20,100.66,178,143,58,1.35,3,2,2,0,10.17,2133,104,122.15,5,69,1.51,0.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
31,85.46,176,145,60,1.99,5,3,3,0,47.15,1233,92,192.51,50,84,2.23,0.83,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
29,55.9,177,128,51,1.41,3,1,3,0,34.0,2172,34,125.86,51,106,1.14,0.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
20,47.52,187,145,72,0.93,2,1,2,1,16.52,2044,75,416.34,29,36,2.41,0.78,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
43,82.04,166,155,70,1.51,5,3,4,1,21.74,1708,184,271.55,37,20,4.43,0.93,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
22,64.1,187,125,72,0.51,2,1,2,0,24.33,1791,13,219.93,28,80,1.58,0.66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
44,81.16,164,141,55,1.15,4,2,3,1,30.72,2181,133,268.34,8,31,2.51,0.86,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
18,91.69,195,168,50,1.4,2,1,3,0,12.31,1637,284,150.62,59,109,2.4,0.86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
32,68.48,177,150,71,0.84,2,1,2,0,1.93,2296,186,363.35,12,13,1.79,0.85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
26,54.3,175,149,54,1.14,3,1,3,0,31.09,1854,254,169.8,8,113,3.49,0.85,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
19,65.08,185,127,50,1.03,4,2,3,0,18.94,2425,162,217.9,9,93,1.62,0.69,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
35,55.88,183,128,64,1.08,4,2,3,0,48.18,811,3,478.2,45,100,2.19,0.7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
52,61.57,160,152,63,1.81,4,3,3,1,6.02,958,130,221.53,31,69,3.81,0.95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train
34,101.71,161,163,59,1.1,2,1,3,0,29.77,369,266,287.91,10,23,2.84,1.01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,train
36,85.14,195,137,60,1.98,5,3,2,0,33.07,123,169,259.28,59,57,3.06,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
30,60.9,172,120,52,1.29,3,2,3,0,43.68,1608,218,463.14,8,71,4.6,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
49,56.36,185,163,74,1.26,3,1,2,0,18.47,2200,146,163.17,51,61,2.47,0.88,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
25,64.77,194,134,60,1.93,5,3,3,0,32.63,2149,112,379.67,25,56,1.06,0.69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
48,44.21,189,133,74,1.15,4,2,3,0,9.32,1338,178,219.21,38,18,1.81,0.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
42,46.27,184,139,63,0.61,2,1,3,0,45.77,129,12,288.8,58,17,3.42,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
42,84.47,189,151,65,1.55,5,3,3,0,20.05,1246,47,442.65,9,39,2.43,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
22,47.69,196,154,50,0.75,3,1,3,0,29.75,2429,282,494.66,40,72,2.61,0.78,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,train
29,120.7,197,168,65,0.79,2,1,2,0,21.27,1036,33,233.01,59,18,3.03,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,train
51,49.42,199,155,74,1.47,2,1,2,1,30.89,2425,248,492.56,39,37,2.19,0.78,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
24,58.39,186,157,68,1.05,2,1,3,0,42.98,2191,30,174.17,10,104,4.11,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
34,101.38,193,121,64,0.85,2,1,3,1,37.76,1503,158,126.5,7,114,3.31,0.63,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
42,57.26,175,167,62,1.98,4,3,2,0,12.47,1839,104,385.68,11,86,2.88,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
28,58.3,198,135,65,1.32,4,2,3,0,1.99,875,168,210.21,27,81,1.6,0.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,train
33,68.48,177,150,71,0.85,2,1,2,0,1.96,2325,186,368.27,12,14,1.78,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
45,62.82,187,152,68,1.0,4,2,4,0,32.03,1775,30,277.15,20,91,2.88,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
44,124.33,175,126,69,1.35,4,2,4,0,24.11,2011,245,233.06,7,51,2.99,0.72,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
40,81.11,166,133,58,0.92,2,1,2,0,49.21,2190,142,421.79,36,20,4.34,0.8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
56,39.73,196,165,72,1.23,4,2,4,0,43.74,217,303,122.49,44,48,1.59,0.84,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train
41,50.95,177,150,62,0.62,3,1,3,0,34.17,2204,59,112.75,46,9,1.11,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,train
52,52.74,171,149,71,1.34,3,2,3,0,27.8,1248,102,106.89,54,44,3.76,0.87,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
18,64.14,187,149,52,1.2,3,2,4,0,23.36,674,38,133.58,56,113,2.18,0.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
50,58.99,198,153,53,1.22,3,2,3,0,11.51,849,133,383.35,47,73,1.9,0.77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,train
41,64.99,166,123,53,1.05,4,2,3,0,37.72,947,56,124.5,20,29,4.08,0.74,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,train
29,87.27,186,143,66,1.87,5,3,3,1,0.2,1779,167,255.66,28,98,3.61,0.77,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
41,49.18,173,131,63,1.16,3,2,3,0,10.79,2366,156,224.65,17,45,4.99,0.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,train
49,68.18,171,164,73,1.04,3,2,3,0,13.91,1318,140,212.28,35,49,4.06,0.96,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
21,86.05,186,128,58,1.91,5,3,3,1,7.13,1343,92,231.12,26,24,4.64,0.69,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,train
58,59.73,194,119,53,1.73,5,3,3,0,34.98,2115,127,450.2,60,66,2.3,0.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
20,54.85,163,161,53,1.38,4,2,2,0,14.56,198,25,186.32,44,67,3.11,0.99,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,train
31,63.0,190,161,58,1.66,5,3,3,0,36.04,1449,162,316.7,5,45,2.99,0.85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
52,74.16,194,153,72,1.17,4,2,4,0,17.78,587,157,127.99,37,97,2.42,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,train
42,63.04,172,128,69,1.36,2,1,2,1,38.79,1201,108,429.46,45,53,3.49,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,train
27,109.13,183,120,68,1.33,4,2,2,1,19.55,578,79,163.89,22,104,3.33,0.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train
41,55.91,192,149,74,1.07,3,1,2,0,37.15,1201,6,467.53,24,87,4.14,0.78,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,train
33,75.53,193,130,51,0.65,2,1,3,0,6.04,2247,15,167.15,24,11,2.88,0.67,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,train
